contractor_name_type,document_display_id,document_id,document_type,document_version,effective_date,note,retirement_date,title,updated_on,updated_on_sort,url
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L36129,36129,LCD,54,03/21/2024,,N/A,MolDX: Biomarkers in Cardiovascular Risk Assessment,03/14/2024,20240314123033,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36129&ver=54
"Palmetto GBA
(HHH MAC)",L34548,34548,LCD,43,03/21/2024,,N/A,Hospice Cardiopulmonary Conditions,03/11/2024,20240311094115,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34548&ver=43
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L39656,39656,LCD,9,04/01/2024,,N/A,Trigger Point Injections (TPI),03/05/2024,20240305184301,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39656&ver=9
"Palmetto GBA
(MAC - Part B)",L33461,33461,LCD,64,03/07/2024,,N/A,Implantable Infusion Pump,03/01/2024,20240301095500,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33461&ver=64
"Palmetto GBA
(HHH MAC)",L34567,34567,LCD,43,02/29/2024,,N/A,Hospice Alzheimer's Disease & Related Disorders,02/23/2024,20240223084302,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34567&ver=43
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L35101,35101,LCD,128,01/01/2024,,N/A,Psychiatric Codes,02/22/2024,20240222125841,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35101&ver=128
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L39591,39591,LCD,11,04/07/2024,,N/A,External Upper Limb Tremor Stimulator Therapy,02/16/2024,20240216133945,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39591&ver=11
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L37800,37800,LCD,19,03/31/2024,,N/A,Allergen Immunotherapy,02/09/2024,20240209085921,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37800&ver=19
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L36240,36240,LCD,57,03/31/2024,,N/A,Allergen Immunotherapy,02/09/2024,20240209085748,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36240&ver=57
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33831,33831,LCD,48,01/01/2024,,N/A,Surgical Dressings,02/08/2024,20240208090311,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33831&ver=48
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L39671,39671,LCD,5,03/31/2024,,N/A,Trigger Point Injections (TPI),02/07/2024,20240207092030,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39671&ver=5
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L34419,34419,LCD,43,03/10/2024,,N/A,"Homocysteine Level, Serum",01/19/2024,20240119102705,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34419&ver=43
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L37774,37774,LCD,15,01/18/2024,,N/A,Supervised Exercise Therapy for the Treatment of Peripheral Arterial Disease with Symptomatic Lower Extremity Intermittent Claudication,01/12/2024,20240112100916,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37774&ver=15
"Palmetto GBA
(HHH MAC)",L34558,34558,LCD,40,01/04/2024,,N/A,Hospice The Adult Failure To Thrive Syndrome,12/29/2023,20231229125904,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34558&ver=40
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L33954,33954,LCD,26,01/04/2024,,N/A,Cataract Extraction,12/29/2023,20231229123707,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33954&ver=26
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L36460,36460,LCD,25,01/04/2024,,N/A,Bone Mass Measurement,12/29/2023,20231229123429,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36460&ver=25
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L33693,33693,LCD,28,01/28/2024,,N/A,Peripheral Venous Ultrasound,12/08/2023,20231208090706,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33693&ver=28
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L35451,35451,LCD,53,01/28/2024,,N/A,Peripheral Venous Ultrasound,12/08/2023,20231208090544,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35451&ver=53
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33828,33828,LCD,27,01/01/2024,,N/A,Ostomy Supplies,12/07/2023,20231207112533,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33828&ver=27
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33802,33802,LCD,35,01/01/2024,,N/A,Transcutaneous Electrical Nerve Stimulators (TENS),12/07/2023,20231207110536,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33802&ver=35
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33612,33612,LCD,26,01/01/2024,,N/A,Suction Pumps,12/07/2023,20231207110512,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33612&ver=26
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L38953,38953,LCD,16,01/01/2024,,N/A,Parenteral Nutrition,12/07/2023,20231207110415,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38953&ver=16
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33796,33796,LCD,24,01/01/2024,,N/A,Osteogenesis Stimulators,12/07/2023,20231207110252,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33796&ver=24
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33821,33821,LCD,28,01/01/2024,,N/A,Negative Pressure Wound Therapy Pumps,12/07/2023,20231207110125,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33821&ver=28
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33718,33718,LCD,52,01/01/2024,,N/A,Positive Airway Pressure (PAP) Devices for the Treatment of Obstructive Sleep Apnea,12/07/2023,20231207103956,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33718&ver=52
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L38955,38955,LCD,24,01/01/2024,,N/A,Enteral Nutrition,12/07/2023,20231207100912,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38955&ver=24
"Palmetto GBA
(HHH MAC)",L34565,34565,LCD,40,11/30/2023,,N/A,Home Health-Surface Electrical Stimulation in the Treatment of Dysphagia,11/21/2023,20231121095850,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34565&ver=40
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L37205,37205,LCD,15,11/30/2023,,N/A,Chemotherapy Drugs and their Adjuncts,11/20/2023,20231120082422,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37205&ver=15
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L35222,35222,LCD,25,11/30/2023,,N/A,Nerve Blocks for Peripheral Neuropathy,11/20/2023,20231120081747,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35222&ver=25
"Palmetto GBA
(MAC - Part B)",L33436,33436,LCD,38,11/16/2023,,N/A,Mohs Micrographic Surgery (MMS),11/10/2023,20231110083312,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33436&ver=38
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L39121,39121,LCD,9,11/16/2023,,N/A,Treatment of Varicose Veins of the Lower Extremities,11/06/2023,20231106093250,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39121&ver=9
"Palmetto GBA
(HHH MAC)",L34561,34561,LCD,69,11/09/2023,,N/A,Home Health - Psychiatric Care,11/03/2023,20231103120226,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34561&ver=69
"First Coast Service Options, Inc.
(MAC - Part B)",L38227,38227,LCD,19,10/26/2023,,N/A,Gastrointestinal Pathogen (GIP) Panels Utilizing Multiplex Nucleic Acid Amplification Techniques (NAATs),10/20/2023,20231020113520,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38227&ver=19
"Novitas Solutions, Inc.
(MAC - Part B)",L38229,38229,LCD,27,10/26/2023,,N/A,Gastrointestinal Pathogen (GIP) Panels Utilizing Multiplex Nucleic Acid Amplification Techniques (NAATs),10/20/2023,20231020113440,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38229&ver=27
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L34859,34859,LCD,34,12/10/2023,,N/A,Nerve Conduction Studies and Electromyography,10/20/2023,20231020102310,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34859&ver=34
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L35081,35081,LCD,85,12/10/2023,,N/A,Nerve Conduction Studies and Electromyography,10/20/2023,20231020102230,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35081&ver=85
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L39575,39575,LCD,4,12/10/2023,,N/A,"Amniotic and Placental Derived Product Injections and/or Applications for Musculoskeletal Indications, Non-Wound",10/16/2023,20231016093001,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39575&ver=4
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L39573,39573,LCD,3,11/12/2023,,N/A,Scalp Cooling for the Prevention of Chemotherapy-Induced Alopecia,09/18/2023,20230918100206,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39573&ver=3
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L39543,39543,LCD,5,11/05/2023,,N/A,Sacral Nerve Stimulation for the Treatment of Urinary and Fecal Incontinence,09/12/2023,20230912110635,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39543&ver=5
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L37003,37003,LCD,14,08/24/2023,,N/A,MolDX: HLA-DQB1*06:02 Testing for Narcolepsy,08/23/2023,20230823105458,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37003&ver=14
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L36464,36464,LCD,27,08/24/2023,,N/A,MolDX: HLA-DQB1*06:02 Testing for Narcolepsy,08/16/2023,20230816143706,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36464&ver=27
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L34417,34417,LCD,57,08/17/2023,,N/A,CT of the Head,08/07/2023,20230807103520,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34417&ver=57
"Palmetto GBA
(MAC - Part A)",L34578,34578,LCD,30,08/17/2023,,N/A,Surface Electrical Stimulation in the Treatment of Dysphagia,08/07/2023,20230807103447,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34578&ver=30
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L34513,34513,LCD,41,08/10/2023,,N/A,Lab: Flow Cytometry,08/01/2023,20230801093010,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34513&ver=41
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L36761,36761,LCD,20,07/27/2023,,N/A,GlycoMark® Testing for Glycemic Control,07/21/2023,20230721105435,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36761&ver=20
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L35073,35073,LCD,51,07/27/2023,,N/A,MolDX: NRAS Genetic Testing,07/20/2023,20230720104440,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35073&ver=51
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L36089,36089,LCD,30,07/20/2023,,N/A,"MolDX: Genetic Testing for Hypercoagulability/Thrombophilia (Factor V Leiden, Factor II Prothrombin, and MTHFR)",07/14/2023,20230714133929,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36089&ver=30
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L37919,37919,LCD,12,06/29/2023,,N/A,"MolDX: Envisia™, Veracyte™, Idiopathic Pulmonary Fibrosis Diagnostic Test",06/22/2023,20230622080403,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37919&ver=12
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L38158,38158,LCD,9,06/08/2023,,N/A,MolDX: Next-Generation Sequencing for Solid Tumors,06/22/2023,20230622075604,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38158&ver=9
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L37857,37857,LCD,20,06/29/2023,,N/A,"MolDX: Envisia™, Veracyte™, Idiopathic Pulmonary Fibrosis Diagnostic Test",06/19/2023,20230619110338,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37857&ver=20
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L39345,39345,LCD,3,08/06/2023,,N/A,MolDX: Molecular Assays for the Diagnosis of Cutaneous Melanoma,06/16/2023,20230616155447,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39345&ver=3
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L34575,34575,LCD,43,06/15/2023,,N/A,Frequency of Hemodialysis,06/05/2023,20230605100928,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34575&ver=43
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L33456,33456,LCD,71,06/15/2023,,N/A,Total Joint Arthroplasty,06/05/2023,20230605100841,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33456&ver=71
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L38045,38045,LCD,17,06/08/2023,,N/A,MolDX: Next-Generation Sequencing for Solid Tumors,06/02/2023,20230602153334,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38045&ver=17
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L37772,37772,LCD,14,06/01/2023,,N/A,MDS FISH,05/23/2023,20230523103546,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37772&ver=14
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33801,33801,LCD,26,07/02/2023,,N/A,Seat Lift Mechanisms,05/11/2023,20230511122916,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33801&ver=26
"Palmetto GBA
(MAC - Part A)",L34428,34428,LCD,93,05/18/2023,,N/A,Outpatient Physical Therapy,05/08/2023,20230508100503,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34428&ver=93
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L33467,33467,LCD,49,05/11/2023,,N/A,Ophthalmology: Extended Ophthalmoscopy and Fundus Photography,05/01/2023,20230501100449,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33467&ver=49
"Palmetto GBA
(HHH MAC)",L34563,34563,LCD,51,05/11/2023,,N/A,Home Health Speech-Language Pathology,05/01/2023,20230501100309,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34563&ver=51
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L39492,39492,LCD,7,06/11/2023,,N/A,Ambulatory Electrocardiograph (AECG) Monitoring,04/21/2023,20230421112030,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39492&ver=7
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L39490,39490,LCD,7,06/11/2023,,N/A,Ambulatory Electrocardiograph (AECG) Monitoring,04/21/2023,20230421111815,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39490&ver=7
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L38033,38033,LCD,13,04/27/2023,,N/A,Cervical Disc Replacement,04/17/2023,20230417105333,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38033&ver=13
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33797,33797,LCD,50,04/01/2023,,N/A,Oxygen and Oxygen Equipment,04/14/2023,20230414104507,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33797&ver=50
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L37863,37863,LCD,25,04/20/2023,,N/A,Voretigene Neparvovec-rzyl (Luxturna®),04/10/2023,20230410101623,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37863&ver=25
"Palmetto GBA
(MAC - Part A)",L34427,34427,LCD,100,04/13/2023,,N/A,Outpatient Occupational Therapy,04/03/2023,20230403104101,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34427&ver=100
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L37216,37216,LCD,23,03/30/2023,,N/A,BDX-XL2,03/22/2023,20230322101111,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37216&ver=23
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L33457,33457,LCD,61,03/23/2023,,N/A,Cardiac Radionuclide Imaging,03/14/2023,20230314093927,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33457&ver=61
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L39420,39420,LCD,4,03/05/2023,,N/A,Thermal Destruction of the Intraosseous Basivertebral Nerve (BVN) for Vertebrogenic Lower Back Pain,01/13/2023,20230113105608,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39420&ver=4
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L38992,38992,LCD,14,01/12/2023,,N/A,Electroretinography (ERG),01/04/2023,20230104121920,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38992&ver=14
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L39385,39385,LCD,6,02/12/2023,,N/A,Near-Infrared Spectroscopy in Wound and Flap Management,12/19/2022,20221219145047,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39385&ver=6
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L34007,34007,LCD,48,02/05/2023,,N/A,Immune Globulin,12/16/2022,20221216084709,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34007&ver=48
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L35093,35093,LCD,114,02/05/2023,,N/A,Immune Globulin,12/16/2022,20221216084537,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35093&ver=114
"Palmetto GBA
(MAC - Part A)",L34429,34429,LCD,63,12/08/2022,,N/A,Outpatient Speech Language Pathology,12/02/2022,20221202113622,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34429&ver=63
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33785,33785,LCD,40,10/01/2022,,N/A,High Frequency Chest Wall Oscillation Devices,11/11/2022,20221111110924,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33785&ver=40
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L34522,34522,LCD,29,12/11/2022,,N/A,Transcranial Magnetic Stimulation (TMS) in the Treatment of Adults with Major Depressive Disorder,10/21/2022,20221021104847,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34522&ver=29
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L34998,34998,LCD,33,12/11/2022,,N/A,Transcranial Magnetic Stimulation (TMS) in the Treatment of Adults with Major Depressive Disorder,10/21/2022,20221021103959,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34998&ver=33
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L35010,35010,LCD,40,09/01/2022,,N/A,Trigger Point Injections,08/26/2022,20220826114338,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35010&ver=40
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L34415,34415,LCD,58,08/28/2022,,N/A,CT of the Abdomen and Pelvis,07/07/2022,20220707155619,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34415&ver=58
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L39266,39266,LCD,3,08/28/2022,,N/A,Cognitive Assessment and Care Plan Service,07/05/2022,20220705103916,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39266&ver=3
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L39260,39260,LCD,5,08/21/2022,,N/A,Hyaluronic Acid Injections for Knee Osteoarthritis,07/01/2022,20220701134132,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39260&ver=5
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L37033,37033,LCD,30,06/30/2022,,N/A,MolDX: DecisionDx-UM (Uveal Melanoma),06/20/2022,20220620173519,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37033&ver=30
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L37641,37641,LCD,16,06/23/2022,,N/A,Continuous Peripheral Nerve Blocks (CPNB),06/16/2022,20220616162139,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37641&ver=16
"Palmetto GBA
(HHH MAC)",L34560,34560,LCD,76,06/09/2022,,N/A,Home Health Occupational Therapy,06/03/2022,20220603190509,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34560&ver=76
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L34512,34512,LCD,48,06/09/2022,,N/A,Corneal Pachymetry,06/01/2022,20220601104813,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34512&ver=48
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L38792,38792,LCD,6,05/26/2022,,N/A,Dexamethasone Intracanalicular Ophthalmic Insert (Dextenza®),05/16/2022,20220516113957,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38792&ver=6
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L38914,38914,LCD,20,07/11/2021,,N/A,Cosmetic and Reconstructive Surgery,05/13/2022,20220513072309,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38914&ver=20
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L35090,35090,LCD,95,07/11/2021,,N/A,Cosmetic and Reconstructive Surgery,05/13/2022,20220513072201,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35090&ver=95
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L39086,39086,LCD,10,05/05/2022,,N/A,Treatment of Males with Low Testosterone,04/25/2022,20220425105812,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39086&ver=10
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L37031,37031,LCD,35,04/28/2022,,N/A,BDX-XL2,04/21/2022,20220421142814,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37031&ver=35
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L37644,37644,LCD,22,03/10/2022,,N/A,YAG Capsulotomy,03/03/2022,20220303094112,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37644&ver=22
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L33751,33751,LCD,43,11/28/2019,,N/A,Scanning Computerized Ophthalmic Diagnostic Imaging (SCODI),01/28/2022,20220128144329,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33751&ver=43
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L39084,39084,LCD,5,01/30/2022,,N/A,Genetic Testing for Cardiovascular Disease,12/23/2021,20211223074347,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39084&ver=5
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L39082,39082,LCD,6,01/30/2022,,N/A,Genetic Testing for Cardiovascular Disease,12/23/2021,20211223074109,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39082&ver=6
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L36665,36665,LCD,19,12/30/2021,,N/A,ProMark® Risk Score,12/22/2021,20211222150814,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36665&ver=19
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L38777,38777,LCD,7,01/30/2022,,N/A,Colon Capsule Endoscopy (CCE),12/10/2021,20211210185548,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38777&ver=7
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L35038,35038,LCD,76,10/31/2019,,N/A,Scanning Computerized Ophthalmic Diagnostic Imaging,12/10/2021,20211210130553,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35038&ver=76
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L34519,34519,LCD,33,12/12/2021,,N/A,Molecular Pathology Procedures,12/03/2021,20211203083917,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34519&ver=33
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L35062,35062,LCD,122,12/12/2021,,N/A,Biomarkers Overview,12/03/2021,20211203082839,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35062&ver=122
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L36912,36912,LCD,30,11/25/2021,,N/A,MolDX: Oncotype DX® Breast Cancer for DCIS (Genomic Health™),12/01/2021,20211201161630,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36912&ver=30
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L34018,34018,LCD,18,09/07/2021,,N/A,Parathormone (Parathyroid Hormone),11/05/2021,20211105093746,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34018&ver=18
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L38779,38779,LCD,4,12/26/2021,,N/A,MolDX: Minimal Residual Disease Testing for Cancer,11/04/2021,20211104184957,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38779&ver=4
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L36427,36427,LCD,38,10/28/2021,,N/A,Wireless Capsule Endoscopy,10/22/2021,20211022115335,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36427&ver=38
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L39073,39073,LCD,4,12/12/2021,,N/A,Pharmacogenomics Testing,10/22/2021,20211022092022,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39073&ver=4
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L39063,39063,LCD,11,12/12/2021,,N/A,Pharmacogenomics Testing,10/22/2021,20211022091944,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39063&ver=11
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L39080,39080,LCD,4,12/12/2021,,N/A,Cardiac Resynchronization Therapy (CRT),10/19/2021,20211019091837,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39080&ver=4
